0,30.75,30.75
1,30.75,30.99
2,30.749,31
3,30.747,31.01
4,30.744,31.47
5,30.741,31.01
6,30.738,31.25
7,30.734,31.01
8,30.729,31.24
9,30.725,31.24
10,30.719,31.25
11,30.714,31.01
12,30.708,31.25
13,30.701,31.05
14,30.695,31.28
15,30.688,31.24
16,30.681,31.25
17,30.674,31.25
18,30.667,31.3
19,30.66,31.26
20,30.653,31.52
21,30.646,31.73
22,30.638,31.01
23,30.631,31.5
24,30.624,31.47
25,30.618,31.76
26,30.611,31.25
27,30.605,31.73
28,30.599,31.5
29,30.593,31.29
30,30.588,31.75
31,30.585,31.29
32,30.583,31.26
33,30.58,31.3
34,30.578,31.54
35,30.577,31.54
36,30.576,31.54
37,30.576,31.56
38,30.576,31.31
39,30.577,31.8
40,30.579,31.75
41,30.581,31.8
42,30.584,31.52
43,30.588,31.54
44,30.592,31.77
45,30.597,31.55
46,30.603,31.51
47,30.61,32.04
48,30.618,31.79
49,30.626,32
50,30.635,31.8
51,30.646,32.26
52,30.657,31.81
53,30.669,31.8
54,30.682,32
55,30.696,31.79
56,30.711,32.25
57,30.727,32
58,30.745,31.8
59,30.763,32.25
60,30.782,32.02
61,30.803,32.02
62,30.824,32.04
63,30.847,32.26
64,30.871,32.25
65,30.896,32.26
66,30.922,32.72
67,30.95,32.72
68,30.979,32.72
69,31.009,32.7
70,31.04,32.94
71,31.073,33.19
72,31.107,32.48
73,31.142,32.73
74,31.178,32.74
75,31.216,32.97
76,31.256,32.74
77,31.296,32.95
78,31.338,32.51
79,31.382,32.97
80,31.427,32.73
81,31.473,32.73
82,31.52,32.97
83,31.57,32.94
84,31.62,33.44
85,31.672,33.19
86,31.726,32.74
87,31.781,32.94
88,31.837,32.99
89,31.895,33.2
90,31.955,32.98
91,32.016,33.2
92,32.079,32.74
93,32.143,32.98
94,32.209,33.44
95,32.276,32.98
96,32.345,33.47
97,32.415,33.22
98,32.487,33.44
99,32.561,33.22
100,32.636,33.45
101,32.713,33.48
102,32.791,33.48
103,32.871,34.17
104,32.953,33.48
105,33.036,33.7
106,33.121,33.47
107,33.208,33.7
108,33.296,33.94
109,33.386,33.69
110,33.478,33.69
111,33.571,33.7
112,33.666,33.73
113,33.762,33.94
114,33.86,34.42
115,33.96,34.42
116,34.062,34.9
117,34.165,34.9
118,34.27,34.69
119,34.376,34.91
120,34.485,34.69
121,34.595,35.38
122,34.706,35.41
123,34.82,35.62
124,34.935,35.16
125,35.051,35.14
126,35.17,35.18
127,35.29,35.39
128,35.412,34.93
129,35.535,35.63
130,35.661,35.87
131,35.787,35.88
132,35.916,35.41
133,36.046,35.39
134,36.178,35.63
135,36.312,35.89
136,36.447,36.12
137,36.584,35.89
138,36.723,36.13
139,36.864,36.41
140,37.006,36.38
141,37.15,36.14
142,37.295,36.35
143,37.442,36.37
144,37.591,36.84
145,37.742,36.84
146,37.894,36.41
147,38.048,37.33
148,38.203,36.63
149,38.361,36.85
150,38.519,37.34
151,38.68,37.11
152,38.842,37.34
153,39.006,37.1
154,39.172,37.34
155,39.339,37.33
156,39.507,37.35
157,39.678,37.81
158,39.85,37.8
159,40.024,37.82
160,40.199,37.81
161,40.376,37.56
162,40.554,38.06
163,40.734,38.07
164,40.916,38.77
165,41.1,38.09
166,41.285,38.3
167,41.471,38.3
168,41.659,38.54
169,41.849,39
170,42.04,39.03
171,42.233,39.01
172,42.427,38.77
173,42.623,38.78
174,42.821,39.01
175,43.02,39.5
176,43.22,39.72
177,43.423,39.5
178,43.626,39.97
179,43.831,40.21
180,44.038,39.94
181,44.246,40.21
182,44.456,40.71
183,44.667,40.94
184,44.88,40.46
185,45.094,40.73
186,45.31,40.94
187,45.527,40.93
188,45.745,40.94
189,45.965,40.94
190,46.187,41.19
191,46.409,41.19
192,46.634,41.43
193,46.86,41.91
194,47.087,42.14
195,47.315,42.62
196,47.545,42.62
197,47.776,42.85
198,48.009,42.85
199,48.243,43.08
200,48.479,43.33
201,48.716,43.09
202,48.954,43.55
203,49.193,43.79
204,49.434,44.03
205,49.676,44.05
206,49.92,44.27
207,50.165,44.52
208,50.411,44.75
209,50.658,44.28
210,50.907,45.22
211,51.157,44.75
212,51.408,45.23
213,51.661,45.7
214,51.915,45.7
215,52.17,45.47
216,52.426,46.41
217,52.684,46.19
218,52.942,46.66
219,53.202,46.91
220,53.463,46.88
221,53.726,46.88
222,53.989,47.12
223,54.254,47.14
224,54.52,47.58
225,54.787,47.85
226,55.055,48.08
227,55.325,47.87
228,55.595,48.33
229,55.867,48.35
230,56.139,48.59
231,56.413,48.6
232,56.688,49.05
233,56.964,49.06
234,57.242,49.06
235,57.52,50.23
236,57.799,50.04
237,58.079,50
238,58.361,50.28
239,58.643,50.74
240,58.927,50.75
241,59.211,50.98
242,59.497,51.68
243,59.783,51.93
244,60.071,52.17
245,60.359,52.19
246,60.649,52.41
247,60.939,52.89
248,61.231,52.41
249,61.523,53.13
250,61.816,53.59
251,62.111,53.35
252,62.406,53.84
253,62.702,54.08
254,62.999,53.84
255,63.297,54.32
256,63.596,54.32
257,63.896,54.8
258,64.196,55.05
259,64.498,55.51
260,64.8,55.53
261,65.103,55.77
262,65.407,56.02
263,65.712,56.23
264,66.018,56.24
265,66.324,56.72
266,66.632,56.97
267,66.94,56.96
268,67.249,56.95
269,67.558,57.44
270,67.869,58.17
271,68.18,58.41
272,68.492,58.43
273,68.805,58.91
274,69.118,59.14
275,69.432,59.14
276,69.747,59.62
277,70.063,60.1
278,70.379,59.87
279,70.697,59.87
280,71.014,60.59
281,71.333,61.05
282,71.652,61.05
283,71.972,61.05
284,72.292,61.55
285,72.613,61.53
286,72.935,62.01
287,73.258,61.8
288,73.581,62.5
289,73.904,63
290,74.229,63.46
291,74.554,63.46
292,74.879,63.73
293,75.205,63.95
294,75.532,64.43
295,75.859,64.42
296,76.187,64.65
297,76.515,64.9
298,76.844,64.91
299,77.174,65.85
300,77.504,66.11
301,77.834,66.59
302,78.165,66.82
303,78.497,66.83
304,78.829,67.07
305,79.162,67.55
306,79.495,68.03
307,79.828,68.74
308,80.162,68.52
309,80.497,68.53
310,80.832,69.01
311,81.167,69.49
312,81.503,69.48
313,81.84,69.5
314,82.177,70.22
315,82.514,70.46
316,82.851,70.92
317,83.19,71.17
318,83.528,71.4
319,83.867,71.41
320,84.206,71.41
321,84.546,72.15
322,84.886,72.14
323,85.227,72.62
324,85.567,73.59
325,85.909,73.83
326,86.25,73.85
327,86.592,73.85
328,86.934,74.3
329,87.277,75.51
330,87.62,74.8
331,87.963,75.55
332,88.307,75.53
333,88.651,75.55
334,88.995,76.04
335,89.339,76.28
336,89.684,77.46
337,90.029,76.76
338,90.375,77.49
339,90.72,77.47
340,91.066,78.43
341,91.412,78.68
342,91.759,78.92
343,92.106,79.16
344,92.453,79.18
345,92.8,79.65
346,93.147,80.85
347,93.495,80.14
348,93.843,80.38
349,94.191,81.12
350,94.54,81.37
351,94.888,81.63
352,95.237,82.09
353,95.586,82.58
354,95.935,82.81
355,96.285,83.29
356,96.634,84.26
357,96.984,84.74
358,97.334,84.02
359,97.684,84.52
360,98.034,84.25
361,98.385,85.23
362,98.736,85.22
363,99.086,85.7
364,99.437,86.18
365,99.788,86.65
366,100.14,87.15
367,100.49,87.39
368,100.84,87.39
369,101.19,87.65
370,101.55,87.89
371,101.9,88.6
372,102.25,88.86
373,102.6,89.34
374,102.95,89.57
375,103.31,89.82
376,103.66,90.04
377,104.01,90.57
378,104.36,90.77
379,104.72,91.05
380,105.07,91.74
381,105.42,92.02
382,105.77,92.25
383,106.13,92.52
384,106.48,93.01
385,106.83,93.24
386,107.19,93.27
387,107.54,93.96
388,107.89,94.68
389,108.25,94.45
390,108.6,95.64
391,108.95,96.12
392,109.31,96.13
393,109.66,97.13
394,110.01,96.86
395,110.37,97.11
396,110.72,97.11
397,111.07,97.82
398,111.43,98.08
399,111.78,98.35
400,112.13,98.78
401,112.49,99.54
402,112.84,99.29
403,113.19,99.77
404,113.55,101.23
405,113.9,100.28
406,114.26,100.5
407,114.61,101.01
408,114.96,101.24
409,115.32,101.96
410,115.67,102.44
411,116.02,102.43
412,116.38,102.95
413,116.73,103.42
414,117.08,103.42
415,117.44,104.4
416,117.79,103.93
417,118.14,104.9
418,118.5,105.38
419,118.85,105.38
420,119.2,105.86
421,119.56,106.11
422,119.91,106.59
423,120.26,107.08
424,120.61,107.57
425,120.97,107.81
426,121.32,108.31
427,121.67,108.54
428,122.02,108.8
429,122.38,109.53
430,122.73,109.78
431,123.08,110.25
432,123.43,110.75
433,123.79,111.02
434,124.14,111.97
435,124.49,111.5
436,124.84,111.48
437,125.2,112.25
438,125.55,112.95
439,125.9,112.97
440,126.25,113.45
441,126.6,114.22
442,126.95,114.43
443,127.31,114.68
444,127.66,115.17
445,128.01,115.21
446,128.36,115.67
447,128.71,115.9
448,129.06,115.92
449,129.41,116.39
450,129.76,116.93
451,130.11,117.64
452,130.46,117.65
453,130.81,117.91
454,131.16,118.12
455,131.51,119.39
456,131.86,119.09
457,132.21,120.07
458,132.56,119.58
459,132.91,120.56
460,133.26,120.34
461,133.61,121.3
462,133.96,122.76
463,134.31,121.54
464,134.66,122.52
465,135.01,122.51
466,135.36,123
467,135.71,123.01
468,136.06,123.24
469,136.4,123.49
470,136.75,123.98
471,137.1,124.48
472,137.45,124.97
473,137.8,125.68
474,138.15,125.7
475,138.49,125.97
476,138.84,126.48
477,139.19,126.91
478,139.54,127.17
479,139.88,127.91
480,140.23,127.91
481,140.58,128.4
482,140.92,129.13
483,141.27,129.38
484,141.62,129.66
485,141.96,129.62
486,142.31,130.38
487,142.66,130.62
488,143,130.86
489,143.35,131.12
490,143.69,131.61
491,144.04,131.84
492,144.38,132.1
493,144.73,132.59
494,145.07,133.08
495,145.42,133.81
496,145.76,134.3
497,146.11,134.54
498,146.45,134.8
499,146.8,134.8
500,147.14,135.28
501,147.49,135.54
502,147.83,136.27
503,148.17,136.26
504,148.52,136.76
505,148.86,137.26
506,149.21,137.53
507,149.55,138.01
508,149.89,138.01
509,150.24,138.52
510,150.58,139.01
511,150.93,139.01
512,151.27,139.51
513,151.62,139.52
514,151.96,140.2
515,152.31,140.51
516,152.66,140.95
517,153,141.23
518,153.35,141.23
519,153.7,141.95
520,154.05,142.7
521,154.39,142.73
522,154.74,142.69
523,155.09,143.66
524,155.44,144.18
525,155.78,144.65
526,156.13,144.67
527,156.48,145.13
528,156.82,145.15
529,157.17,146.14
530,157.52,145.87
531,157.86,146.14
532,158.21,147.35
533,158.55,147.1
534,158.9,148.1
535,159.24,147.59
536,159.59,147.84
537,159.93,148.37
538,160.27,148.84
539,160.62,149.1
540,160.96,149.56
541,161.3,149.82
542,161.64,150.07
543,161.98,150.08
544,162.32,150.81
545,162.66,151.05
546,163,151.58
547,163.33,151.84
548,163.67,152.04
549,164,152.78
550,164.34,153.27
551,164.67,153.04
552,165.01,153.28
553,165.34,153.77
554,165.67,154.5
555,166,155.01
556,166.33,154.99
557,166.65,155.23
558,166.98,155.98
559,167.31,156.95
560,167.63,156.46
561,167.96,156.94
562,168.28,156.95
563,168.6,157.21
564,168.92,157.48
565,169.24,157.98
566,169.56,158.21
567,169.87,158.44
568,170.19,159.2
569,170.5,159.2
570,170.81,159.68
571,171.12,159.95
572,171.43,160.44
573,171.74,161.17
574,172.05,161.18
575,172.36,161.66
576,172.66,162.17
577,172.96,162.17
578,173.27,162.67
579,173.57,162.95
580,173.86,163.4
581,174.16,164.39
582,174.46,163.69
583,174.75,164.4
584,175.04,164.88
585,175.34,164.65
586,175.63,164.65
587,175.91,165.14
588,176.2,165.39
589,176.49,165.64
590,176.77,166.38
591,177.05,166.65
592,177.33,167.12
593,177.61,167.13
594,177.89,167.87
595,178.16,167.88
596,178.44,168.12
597,178.71,168.64
598,178.98,168.83
599,179.25,169.31
600,179.52,169.57
601,179.78,169.31
602,180.05,170.06
603,180.31,170.55
604,180.57,171.3
605,180.83,170.79
606,181.09,171.53
607,181.34,171.3
608,181.6,171.55
609,181.85,172.01
610,182.1,172.52
611,182.35,173.27
612,182.6,173.03
613,182.84,173.3
614,183.08,173.3
615,183.33,174.03
616,183.57,174.29
617,183.8,174.28
618,184.04,174.8
619,184.28,175.26
620,184.51,175.76
621,184.74,175.77
622,184.97,175.77
623,185.2,176.28
624,185.42,177.5
625,185.65,177.02
626,185.87,177.25
627,186.09,177.24
628,186.31,177.75
629,186.53,177.5
630,186.74,178.01
631,186.95,178.24
632,187.17,179.24
633,187.38,179.49
634,187.58,179.02
635,187.79,179.24
636,187.99,179.27
637,188.2,180.04
638,188.4,179.52
639,188.6,180.23
640,188.79,180.52
641,188.99,180.74
642,189.18,180.76
643,189.38,181.01
644,189.57,181.48
645,189.76,181.23
646,189.94,181.25
647,190.13,181.73
648,190.31,182
649,190.49,182.74
650,190.67,182.49
651,190.85,182.96
652,191.02,183.95
653,191.2,183.47
654,191.37,183.69
655,191.54,183.94
656,191.71,184.2
657,191.87,184.94
658,192.04,184.72
659,192.2,184.93
660,192.36,184.71
661,192.52,185.19
662,192.68,185.23
663,192.84,185.46
664,192.99,185.7
665,193.15,185.94
666,193.3,185.94
667,193.45,186.2
668,193.6,186.45
669,193.74,186.93
670,193.89,186.67
671,194.03,187.21
672,194.17,187.92
673,194.31,187.43
674,194.45,187.44
675,194.59,187.93
676,194.72,187.69
677,194.86,188.19
678,194.99,188.42
679,195.12,188.71
680,195.25,188.68
681,195.38,189.18
682,195.5,189.2
683,195.63,189.44
684,195.75,189.44
685,195.87,189.43
686,195.99,189.2
687,196.11,189.68
688,196.23,189.93
689,196.34,190.19
690,196.46,190.19
691,196.57,189.48
692,196.68,190.68
693,196.79,190.68
694,196.9,190.93
695,197.01,191.4
696,197.12,190.94
697,197.22,191.43
698,197.33,191.43
699,197.43,191.2
700,197.53,191.67
701,197.63,191.93
702,197.73,191.94
703,197.82,192.18
704,197.92,192.68
705,198.01,192.44
706,198.11,192.44
707,198.2,192.91
708,198.29,192.68
709,198.38,193.17
710,198.47,192.92
711,198.56,192.92
712,198.64,193.91
713,198.73,193.15
714,198.81,193.39
715,198.89,193.93
716,198.97,193.67
717,199.05,193.67
718,199.13,194.4
719,199.21,193.47
720,199.28,194.17
721,199.36,194.39
722,199.43,194.68
723,199.51,193.92
724,199.58,194.4
725,199.65,194.91
726,199.72,194.42
727,199.79,194.66
728,199.85,194.91
729,199.92,194.9
730,199.98,194.91
731,200.05,195.67
732,200.11,194.66
733,200.17,195.37
734,200.23,196.38
735,200.29,195.64
736,200.35,195.89
737,200.41,196.13
738,200.47,196.12
739,200.52,195.87
740,200.58,196.38
741,200.63,196.37
742,200.69,196.4
743,200.74,195.89
744,200.79,196.63
745,200.84,196.86
746,200.89,196.89
747,200.93,197.15
748,200.98,197.15
749,201.03,196.93
750,201.07,197.38
751,201.12,196.86
752,201.16,197.4
753,201.2,196.93
754,201.24,196.67
755,201.28,197.42
756,201.32,197.62
757,201.36,197.42
758,201.4,197.4
759,201.44,196.95
760,201.47,197.44
761,201.51,197.93
762,201.54,197.44
763,201.58,197.22
764,201.61,197.46
765,201.64,197.44
766,201.67,197.98
767,201.7,197.92
768,201.73,197.45
769,201.76,198.17
770,201.79,198.15
771,201.81,197.72
772,201.84,198.66
773,201.86,198.4
774,201.89,198.44
775,201.91,198.44
776,201.93,198.43
777,201.95,198.19
